Hourly measurement data supplied by UK-air on 16/01/2026,,,,,,,
All Data GMT hour ending,,,,,,,
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect,,,,,,,
Site Name,,Sheffield Barnsley Road,,Sheffield Devonshire Green,,Sheffield Tinsley,
Latitude,,53.40495,,53.378622,,53.41058,
Longitude,,-1.455815,,-1.478096,,-1.396139,
Site Type,,Urban Traffic,,Urban Background,,Urban Background,
Zone,,Yorkshire & Humberside,,Yorkshire & Humberside,,Yorkshire & Humberside,
Agglomeration,,Sheffield Urban Area,,Sheffield Urban Area,,Sheffield Urban Area,
Local Authority,,Sheffield,,Sheffield,,Sheffield,
Date,Time,Nitrogen dioxide,Status,Nitrogen dioxide,Status,Nitrogen dioxide,Status
12/02/2024,08:00:00,86.2635,V ugm-3,No data,V ugm-3,55.88098,V ugm-3
12/02/2024,09:00:00,66.65504,V ugm-3,No data,V ugm-3,43.01887,V ugm-3
12/02/2024,10:00:00,46.92973,V ugm-3,No data,V ugm-3,36.91884,V ugm-3
12/02/2024,11:00:00,39.4658,V ugm-3,No data,V ugm-3,22.67062,V ugm-3
12/02/2024,12:00:00,30.81726,V ugm-3,No data,V ugm-3,25.34427,V ugm-3
12/02/2024,13:00:00,34.05595,V ugm-3,No data,V ugm-3,19.8784,V ugm-3
12/02/2024,14:00:00,31.96132,V ugm-3,No data,V ugm-3,21.65088,V ugm-3
12/02/2024,15:00:00,25.77492,V ugm-3,No data,V ugm-3,21.55495,V ugm-3
12/02/2024,16:00:00,35.63271,V ugm-3,No data,V ugm-3,22.24308,V ugm-3
12/02/2024,17:00:00,40.21633,V ugm-3,No data,V ugm-3,27.37243,V ugm-3
12/02/2024,18:00:00,41.10397,V ugm-3,No data,V ugm-3,22.77561,V ugm-3
12/02/2024,19:00:00,37.95202,V ugm-3,No data,V ugm-3,15.07912,V ugm-3
12/02/2024,20:00:00,37.09095,V ugm-3,No data,V ugm-3,12.30162,V ugm-3
12/02/2024,21:00:00,33.255,V ugm-3,No data,V ugm-3,11.44578,V ugm-3
12/02/2024,22:00:00,25.8814,V ugm-3,No data,V ugm-3,9.6733,V ugm-3
12/02/2024,23:00:00,20.09711,V ugm-3,No data,V ugm-3,6.1306,V ugm-3
12/02/2024,24:00:00,17.28107,V ugm-3,No data,V ugm-3,5.46285,V ugm-3
13/02/2024,01:00:00,10.73232,V ugm-3,No data,V ugm-3,5.9462,V ugm-3
13/02/2024,02:00:00,6.20037,V ugm-3,No data,V ugm-3,4.60148,V ugm-3
13/02/2024,03:00:00,9.82985,V ugm-3,No data,V ugm-3,4.45662,V ugm-3
13/02/2024,04:00:00,12.0828,V ugm-3,No data,V ugm-3,4.45738,V ugm-3
13/02/2024,05:00:00,9.34716,V ugm-3,No data,V ugm-3,6.41436,V ugm-3
13/02/2024,06:00:00,28.53666,V ugm-3,No data,V ugm-3,17.97651,V ugm-3
13/02/2024,07:00:00,33.27661,V ugm-3,No data,V ugm-3,23.39028,V ugm-3
13/02/2024,08:00:00,71.98986,V ugm-3,No data,V ugm-3,30.11607,V ugm-3
13/02/2024,09:00:00,61.69033,V ugm-3,No data,V ugm-3,29.47515,V ugm-3
13/02/2024,10:00:00,40.49244,V ugm-3,No data,V ugm-3,22.44779,V ugm-3
13/02/2024,11:00:00,32.18607,V ugm-3,No data,V ugm-3,21.87229,V ugm-3
13/02/2024,12:00:00,34.37026,V ugm-3,No data,V ugm-3,20.77534,V ugm-3
13/02/2024,13:00:00,46.01989,V ugm-3,No data,V ugm-3,23.8943,V ugm-3
13/02/2024,14:00:00,39.44295,V ugm-3,No data,V ugm-3,23.60864,V ugm-3
13/02/2024,15:00:00,51.59558,V ugm-3,No data,V ugm-3,23.19037,V ugm-3
13/02/2024,16:00:00,64.37969,V ugm-3,No data,V ugm-3,27.16974,V ugm-3
13/02/2024,17:00:00,65.28089,V ugm-3,No data,V ugm-3,38.35025,V ugm-3
13/02/2024,18:00:00,79.5024,V ugm-3,No data,V ugm-3,44.13316,V ugm-3
13/02/2024,19:00:00,76.87703,V ugm-3,No data,V ugm-3,37.3417,V ugm-3
13/02/2024,20:00:00,68.5042,V ugm-3,No data,V ugm-3,37.29978,V ugm-3
13/02/2024,21:00:00,60.19727,V ugm-3,No data,V ugm-3,36.86521,V ugm-3
13/02/2024,22:00:00,67.23331,V ugm-3,No data,V ugm-3,41.21298,V ugm-3
13/02/2024,23:00:00,65.37535,V ugm-3,No data,V ugm-3,36.24438,V ugm-3
13/02/2024,24:00:00,59.10546,V ugm-3,No data,V ugm-3,38.14693,V ugm-3
14/02/2024,01:00:00,51.9358,V ugm-3,No data,V ugm-3,30.45954,V ugm-3
14/02/2024,02:00:00,19.61551,V ugm-3,No data,V ugm-3,27.67684,V ugm-3
14/02/2024,03:00:00,26.77523,V ugm-3,No data,V ugm-3,12.38184,V ugm-3
14/02/2024,04:00:00,12.84869,V ugm-3,No data,V ugm-3,8.8292,V ugm-3
14/02/2024,05:00:00,10.45107,V ugm-3,No data,V ugm-3,9.53876,V ugm-3
14/02/2024,06:00:00,22.65422,V ugm-3,No data,V ugm-3,11.26422,V ugm-3
14/02/2024,07:00:00,58.66673,V ugm-3,No data,V ugm-3,28.4559,V ugm-3
14/02/2024,08:00:00,61.4502,V ugm-3,No data,V ugm-3,27.30965,V ugm-3
14/02/2024,09:00:00,56.39132,V ugm-3,No data,V ugm-3,26.40043,V ugm-3
14/02/2024,10:00:00,56.79264,V ugm-3,No data,V ugm-3,22.56009,V ugm-3
14/02/2024,11:00:00,46.20212,V ugm-3,No data,V ugm-3,23.60119,V ugm-3
14/02/2024,12:00:00,44.99247,V ugm-3,No data,V ugm-3,25.13953,V ugm-3
14/02/2024,13:00:00,30.91358,V ugm-3,No data,V ugm-3,20.96157,V ugm-3
14/02/2024,14:00:00,38.69028,V ugm-3,No data,V ugm-3,19.48227,V ugm-3
14/02/2024,15:00:00,47.96535,V ugm-3,No data,V ugm-3,32.3085,V ugm-3
14/02/2024,16:00:00,64.11589,V ugm-3,No data,V ugm-3,30.20883,V ugm-3
14/02/2024,17:00:00,52.43349,V ugm-3,No data,V ugm-3,28.77716,V ugm-3
14/02/2024,18:00:00,50.48736,V ugm-3,No data,V ugm-3,23.96542,V ugm-3
14/02/2024,19:00:00,64.43815,V ugm-3,No data,V ugm-3,27.95446,V ugm-3
14/02/2024,20:00:00,69.01344,V ugm-3,No data,V ugm-3,24.09844,V ugm-3
14/02/2024,21:00:00,54.87427,V ugm-3,No data,V ugm-3,14.23689,V ugm-3
14/02/2024,22:00:00,32.44415,V ugm-3,No data,V ugm-3,9.06053,V ugm-3
14/02/2024,23:00:00,26.10697,V ugm-3,No data,V ugm-3,8.00917,V ugm-3
14/02/2024,24:00:00,28.73354,V ugm-3,No data,V ugm-3,7.912,V ugm-3
15/02/2024,01:00:00,24.87803,V ugm-3,No data,V ugm-3,6.84776,V ugm-3
15/02/2024,02:00:00,22.40121,V ugm-3,No data,V ugm-3,9.02547,V ugm-3
15/02/2024,03:00:00,9.21364,V ugm-3,No data,V ugm-3,7.19991,V ugm-3
15/02/2024,04:00:00,14.73944,V ugm-3,No data,V ugm-3,4.27038,V ugm-3
15/02/2024,05:00:00,20.32575,V ugm-3,No data,V ugm-3,8.95593,V ugm-3
15/02/2024,06:00:00,25.81515,V ugm-3,No data,V ugm-3,16.60153,V ugm-3
15/02/2024,07:00:00,31.84851,V ugm-3,No data,V ugm-3,21.33359,V ugm-3
15/02/2024,08:00:00,49.92621,V ugm-3,No data,V ugm-3,19.34382,V ugm-3
15/02/2024,09:00:00,46.2051,V ugm-3,No data,V ugm-3,18.07042,V ugm-3
15/02/2024,10:00:00,48.95201,V ugm-3,No data,V ugm-3,16.05551,V ugm-3
15/02/2024,11:00:00,37.47654,V ugm-3,No data,V ugm-3,16.4192,V ugm-3
15/02/2024,12:00:00,33.57909,V ugm-3,No data,V ugm-3,14.71313,V ugm-3
15/02/2024,13:00:00,33.16008,V ugm-3,No data,V ugm-3,14.73107,V ugm-3
15/02/2024,14:00:00,28.1361,V ugm-3,No data,V ugm-3,14.49546,V ugm-3
15/02/2024,15:00:00,35.13146,V ugm-3,No data,V ugm-3,16.62018,V ugm-3
15/02/2024,16:00:00,40.46613,V ugm-3,No data,V ugm-3,22.62831,V ugm-3
15/02/2024,17:00:00,42.4864,V ugm-3,No data,V ugm-3,29.73062,V ugm-3
15/02/2024,18:00:00,54.04556,V ugm-3,No data,V ugm-3,36.07764,V ugm-3
15/02/2024,19:00:00,49.16904,V ugm-3,No data,V ugm-3,26.8518,V ugm-3
15/02/2024,20:00:00,44.00563,V ugm-3,No data,V ugm-3,21.81855,V ugm-3
15/02/2024,21:00:00,51.69817,V ugm-3,No data,V ugm-3,18.7449,V ugm-3
15/02/2024,22:00:00,36.80783,V ugm-3,No data,V ugm-3,22.25546,V ugm-3
15/02/2024,23:00:00,30.67037,V ugm-3,No data,V ugm-3,17.27902,V ugm-3
15/02/2024,24:00:00,17.01475,V ugm-3,No data,V ugm-3,12.43334,V ugm-3
16/02/2024,01:00:00,30.76722,V ugm-3,No data,V ugm-3,13.25882,V ugm-3
16/02/2024,02:00:00,26.15974,V ugm-3,No data,V ugm-3,10.05677,V ugm-3
16/02/2024,03:00:00,26.16207,V ugm-3,No data,V ugm-3,15.66151,V ugm-3
16/02/2024,04:00:00,17.95799,V ugm-3,No data,V ugm-3,19.26458,V ugm-3
16/02/2024,05:00:00,18.79546,V ugm-3,No data,V ugm-3,25.44535,V ugm-3
16/02/2024,06:00:00,22.24136,V ugm-3,No data,V ugm-3,26.25528,V ugm-3
16/02/2024,07:00:00,45.5549,V ugm-3,No data,V ugm-3,32.8374,V ugm-3
16/02/2024,08:00:00,57.61803,V ugm-3,No data,V ugm-3,33.48902,V ugm-3
16/02/2024,09:00:00,78.98044,V ugm-3,No data,V ugm-3,39.51832,V ugm-3
16/02/2024,10:00:00,47.22643,V ugm-3,No data,V ugm-3,28.29455,V ugm-3
16/02/2024,11:00:00,36.04177,V ugm-3,No data,V ugm-3,23.48228,V ugm-3
16/02/2024,12:00:00,28.02674,V ugm-3,No data,V ugm-3,18.00788,V ugm-3
16/02/2024,13:00:00,33.92193,V ugm-3,No data,V ugm-3,17.28121,V ugm-3
16/02/2024,14:00:00,31.67368,V ugm-3,No data,V ugm-3,17.43842,V ugm-3
16/02/2024,15:00:00,42.59795,V ugm-3,No data,V ugm-3,18.98175,V ugm-3
16/02/2024,16:00:00,34.11703,V ugm-3,No data,V ugm-3,19.17936,V ugm-3
16/02/2024,17:00:00,41.22723,V ugm-3,No data,V ugm-3,20.24705,V ugm-3
16/02/2024,18:00:00,44.35076,V ugm-3,No data,V ugm-3,32.6781,V ugm-3
16/02/2024,19:00:00,50.87645,V ugm-3,No data,V ugm-3,38.38438,V ugm-3
16/02/2024,20:00:00,50.27952,V ugm-3,No data,V ugm-3,28.52396,V ugm-3
16/02/2024,21:00:00,53.4664,V ugm-3,No data,V ugm-3,36.78018,V ugm-3
16/02/2024,22:00:00,53.50761,V ugm-3,No data,V ugm-3,43.4069,V ugm-3
16/02/2024,23:00:00,46.23872,V ugm-3,No data,V ugm-3,30.06729,V ugm-3
16/02/2024,24:00:00,52.72401,V ugm-3,No data,V ugm-3,20.60838,V ugm-3
17/02/2024,01:00:00,36.13186,V ugm-3,No data,V ugm-3,22.49005,V ugm-3
17/02/2024,02:00:00,27.92438,V ugm-3,No data,V ugm-3,9.22827,V ugm-3
17/02/2024,03:00:00,34.08777,V ugm-3,No data,V ugm-3,8.1718,V ugm-3
17/02/2024,04:00:00,22.41405,V ugm-3,No data,V ugm-3,13.21998,V ugm-3
17/02/2024,05:00:00,25.77994,V ugm-3,No data,V ugm-3,16.48978,V ugm-3
17/02/2024,06:00:00,29.31271,V ugm-3,No data,V ugm-3,16.05509,V ugm-3
17/02/2024,07:00:00,50.32597,V ugm-3,No data,V ugm-3,20.09079,V ugm-3
17/02/2024,08:00:00,45.05756,V ugm-3,No data,V ugm-3,25.61252,V ugm-3
17/02/2024,09:00:00,47.05579,V ugm-3,No data,V ugm-3,22.65817,V ugm-3
17/02/2024,10:00:00,36.08048,V ugm-3,No data,V ugm-3,16.53942,V ugm-3
17/02/2024,11:00:00,29.67161,V ugm-3,No data,V ugm-3,16.34477,V ugm-3
17/02/2024,12:00:00,28.09807,V ugm-3,No data,V ugm-3,15.82122,V ugm-3
17/02/2024,13:00:00,28.80139,V ugm-3,No data,V ugm-3,15.68773,V ugm-3
17/02/2024,14:00:00,35.26819,V ugm-3,No data,V ugm-3,14.39289,V ugm-3
17/02/2024,15:00:00,42.4365,V ugm-3,No data,V ugm-3,15.0253,V ugm-3
17/02/2024,16:00:00,38.42926,V ugm-3,No data,V ugm-3,12.34829,V ugm-3
17/02/2024,17:00:00,25.9546,V ugm-3,No data,V ugm-3,13.53966,V ugm-3
17/02/2024,18:00:00,43.45949,V ugm-3,No data,V ugm-3,13.20422,V ugm-3
17/02/2024,19:00:00,39.39315,V ugm-3,No data,V ugm-3,14.69294,V ugm-3
17/02/2024,20:00:00,24.71233,V ugm-3,No data,V ugm-3,11.52777,V ugm-3
17/02/2024,21:00:00,23.85145,V ugm-3,No data,V ugm-3,10.75764,V ugm-3
17/02/2024,22:00:00,22.8957,V ugm-3,No data,V ugm-3,9.03003,V ugm-3
17/02/2024,23:00:00,18.41949,V ugm-3,No data,V ugm-3,10.22716,V ugm-3
17/02/2024,24:00:00,16.32184,V ugm-3,No data,V ugm-3,5.23552,V ugm-3
18/02/2024,01:00:00,21.69402,V ugm-3,No data,V ugm-3,5.19063,V ugm-3
18/02/2024,02:00:00,12.10358,V ugm-3,No data,V ugm-3,8.46565,V ugm-3
18/02/2024,03:00:00,10.80702,V ugm-3,No data,V ugm-3,5.77,V ugm-3
18/02/2024,04:00:00,6.05375,V ugm-3,No data,V ugm-3,6.73141,V ugm-3
18/02/2024,05:00:00,9.55567,V ugm-3,No data,V ugm-3,5.91317,V ugm-3
18/02/2024,06:00:00,30.18133,V ugm-3,No data,V ugm-3,12.98096,V ugm-3
18/02/2024,07:00:00,42.92245,V ugm-3,No data,V ugm-3,24.52135,V ugm-3
18/02/2024,08:00:00,44.56511,V ugm-3,No data,V ugm-3,22.64355,V ugm-3
18/02/2024,09:00:00,30.77046,V ugm-3,No data,V ugm-3,20.66027,V ugm-3
18/02/2024,10:00:00,30.96345,V ugm-3,No data,V ugm-3,19.78775,V ugm-3
18/02/2024,11:00:00,25.42317,V ugm-3,No data,V ugm-3,12.1469,V ugm-3
18/02/2024,12:00:00,21.05965,V ugm-3,No data,V ugm-3,12.18767,V ugm-3
18/02/2024,13:00:00,23.84634,V ugm-3,No data,V ugm-3,12.99897,V ugm-3
18/02/2024,14:00:00,12.99445,V ugm-3,No data,V ugm-3,11.51453,V ugm-3
18/02/2024,15:00:00,15.02317,V ugm-3,No data,V ugm-3,9.8338,V ugm-3
18/02/2024,16:00:00,14.49143,V ugm-3,No data,V ugm-3,10.65088,V ugm-3
18/02/2024,17:00:00,27.63275,V ugm-3,No data,V ugm-3,13.12027,V ugm-3
18/02/2024,18:00:00,58.11802,V ugm-3,No data,V ugm-3,16.29856,V ugm-3
18/02/2024,19:00:00,46.44108,V ugm-3,No data,V ugm-3,25.66516,V ugm-3
18/02/2024,20:00:00,49.13121,V ugm-3,No data,V ugm-3,22.01119,V ugm-3
18/02/2024,21:00:00,29.8556,V ugm-3,No data,V ugm-3,15.91291,V ugm-3
18/02/2024,22:00:00,35.37835,V ugm-3,No data,V ugm-3,18.36841,V ugm-3
18/02/2024,23:00:00,27.18455,V ugm-3,No data,V ugm-3,16.9259,V ugm-3
18/02/2024,24:00:00,31.70071,V ugm-3,No data,V ugm-3,11.97414,V ugm-3
19/02/2024,01:00:00,17.54889,V ugm-3,No data,V ugm-3,9.491,V ugm-3
19/02/2024,02:00:00,24.5663,V ugm-3,No data,V ugm-3,8.97913,V ugm-3
19/02/2024,03:00:00,17.46018,V ugm-3,No data,V ugm-3,6.39664,V ugm-3
19/02/2024,04:00:00,8.51398,V ugm-3,No data,V ugm-3,6.49446,V ugm-3
19/02/2024,05:00:00,9.36431,V ugm-3,No data,V ugm-3,10.86099,V ugm-3
19/02/2024,06:00:00,16.66643,V ugm-3,No data,V ugm-3,13.73619,V ugm-3
19/02/2024,07:00:00,38.29981,V ugm-3,No data,V ugm-3,23.14196,V ugm-3
19/02/2024,08:00:00,32.01947,V ugm-3,No data,V ugm-3,22.61753,V ugm-3
19/02/2024,09:00:00,38.53464,V ugm-3,No data,V ugm-3,21.66378,V ugm-3
19/02/2024,10:00:00,27.09062,V ugm-3,No data,V ugm-3,15.21901,V ugm-3
19/02/2024,11:00:00,21.21664,V ugm-3,No data,V ugm-3,10.79272,V ugm-3
19/02/2024,12:00:00,28.71556,V ugm-3,No data,V ugm-3,11.60633,V ugm-3
19/02/2024,13:00:00,23.34711,V ugm-3,No data,V ugm-3,14.73574,V ugm-3
19/02/2024,14:00:00,33.37174,V ugm-3,No data,V ugm-3,15.29978,V ugm-3
19/02/2024,15:00:00,31.82972,V ugm-3,No data,V ugm-3,17.22045,V ugm-3
19/02/2024,16:00:00,43.26263,V ugm-3,No data,V ugm-3,22.17698,V ugm-3
19/02/2024,17:00:00,59.29337,V ugm-3,No data,V ugm-3,40.30808,V ugm-3
19/02/2024,18:00:00,47.15447,V ugm-3,No data,V ugm-3,39.67992,V ugm-3
19/02/2024,19:00:00,49.21881,V ugm-3,No data,V ugm-3,40.41431,V ugm-3
19/02/2024,20:00:00,53.44402,V ugm-3,No data,V ugm-3,29.19344,V ugm-3
19/02/2024,21:00:00,39.6496,V ugm-3,No data,V ugm-3,30.82957,V ugm-3
19/02/2024,22:00:00,33.05818,V ugm-3,No data,V ugm-3,31.6673,V ugm-3
19/02/2024,23:00:00,27.96533,V ugm-3,No data,V ugm-3,22.21107,V ugm-3
19/02/2024,24:00:00,27.63072,V ugm-3,No data,V ugm-3,16.45216,V ugm-3
20/02/2024,01:00:00,14.17288,V ugm-3,No data,V ugm-3,12.38456,V ugm-3
20/02/2024,02:00:00,8.27795,V ugm-3,No data,V ugm-3,10.33298,V ugm-3
20/02/2024,03:00:00,11.84427,V ugm-3,No data,V ugm-3,13.80932,V ugm-3
20/02/2024,04:00:00,6.98109,V ugm-3,No data,V ugm-3,14.29672,V ugm-3
20/02/2024,05:00:00,9.95845,V ugm-3,No data,V ugm-3,11.15293,V ugm-3
20/02/2024,06:00:00,10.4365,V ugm-3,No data,V ugm-3,13.23222,V ugm-3
20/02/2024,07:00:00,20.21253,V ugm-3,No data,V ugm-3,13.46212,V ugm-3
20/02/2024,08:00:00,44.28205,V ugm-3,No data,V ugm-3,15.78992,V ugm-3
20/02/2024,09:00:00,46.42825,V ugm-3,No data,V ugm-3,19.3108,V ugm-3
20/02/2024,10:00:00,46.90411,V ugm-3,No data,V ugm-3,24.99247,V ugm-3
20/02/2024,11:00:00,27.29013,V ugm-3,No data,V ugm-3,16.8843,V ugm-3
20/02/2024,12:00:00,21.31525,V ugm-3,No data,V ugm-3,14.28462,V ugm-3
20/02/2024,13:00:00,29.82986,V ugm-3,No data,V ugm-3,15.6835,V ugm-3
20/02/2024,14:00:00,22.56606,V ugm-3,No data,V ugm-3,15.83107,V ugm-3
20/02/2024,15:00:00,33.92083,V ugm-3,No data,V ugm-3,13.67296,V ugm-3
20/02/2024,16:00:00,27.44136,V ugm-3,No data,V ugm-3,16.37674,V ugm-3
20/02/2024,17:00:00,40.71584,V ugm-3,No data,V ugm-3,19.74927,V ugm-3
20/02/2024,18:00:00,35.9964,V ugm-3,No data,V ugm-3,21.57573,V ugm-3
20/02/2024,19:00:00,42.49467,V ugm-3,No data,V ugm-3,18.69915,V ugm-3
20/02/2024,20:00:00,53.56343,V ugm-3,No data,V ugm-3,20.44873,V ugm-3
20/02/2024,21:00:00,48.07207,V ugm-3,No data,V ugm-3,32.3314,V ugm-3
20/02/2024,22:00:00,66.85015,V ugm-3,No data,V ugm-3,43.03458,V ugm-3
20/02/2024,23:00:00,78.19532,V ugm-3,No data,V ugm-3,46.47276,V ugm-3
20/02/2024,24:00:00,55.36797,V ugm-3,No data,V ugm-3,46.81219,V ugm-3
21/02/2024,01:00:00,59.77391,V ugm-3,No data,V ugm-3,34.52564,V ugm-3
21/02/2024,02:00:00,33.31108,V ugm-3,No data,V ugm-3,8.0907,V ugm-3
21/02/2024,03:00:00,21.73283,V ugm-3,No data,V ugm-3,16.76333,V ugm-3
21/02/2024,04:00:00,16.23442,V ugm-3,No data,V ugm-3,10.9762,V ugm-3
21/02/2024,05:00:00,14.26358,V ugm-3,No data,V ugm-3,10.87672,V ugm-3
21/02/2024,06:00:00,20.6963,V ugm-3,No data,V ugm-3,12.41498,V ugm-3
21/02/2024,07:00:00,28.59115,V ugm-3,No data,V ugm-3,13.94193,V ugm-3
21/02/2024,08:00:00,29.42464,V ugm-3,No data,V ugm-3,15.24125,V ugm-3
21/02/2024,09:00:00,51.12219,V ugm-3,No data,V ugm-3,21.68301,V ugm-3
21/02/2024,10:00:00,39.24849,V ugm-3,No data,V ugm-3,17.50378,V ugm-3
21/02/2024,11:00:00,34.33819,V ugm-3,No data,V ugm-3,20.57525,V ugm-3
21/02/2024,12:00:00,35.74048,V ugm-3,No data,V ugm-3,20.81225,V ugm-3
21/02/2024,13:00:00,No data,V ugm-3,No data,V ugm-3,18.75765,V ugm-3
21/02/2024,14:00:00,29.21717,V ugm-3,No data,V ugm-3,14.6545,V ugm-3
21/02/2024,15:00:00,35.56933,V ugm-3,No data,V ugm-3,16.95585,V ugm-3
21/02/2024,16:00:00,48.36658,V ugm-3,No data,V ugm-3,25.08198,V ugm-3
21/02/2024,17:00:00,43.24991,V ugm-3,No data,V ugm-3,23.98553,V ugm-3
21/02/2024,18:00:00,58.34273,V ugm-3,No data,V ugm-3,32.41908,V ugm-3
21/02/2024,19:00:00,62.19846,V ugm-3,No data,V ugm-3,37.09689,V ugm-3
21/02/2024,20:00:00,86.79874,V ugm-3,No data,V ugm-3,42.43791,V ugm-3
21/02/2024,21:00:00,57.95033,V ugm-3,No data,V ugm-3,19.29856,V ugm-3
21/02/2024,22:00:00,41.69967,V ugm-3,No data,V ugm-3,19.26969,V ugm-3
21/02/2024,23:00:00,27.32006,V ugm-3,No data,V ugm-3,7.17071,V ugm-3
21/02/2024,24:00:00,17.04024,V ugm-3,No data,V ugm-3,4.18313,V ugm-3
22/02/2024,01:00:00,16.30378,V ugm-3,No data,V ugm-3,3.59143,V ugm-3
22/02/2024,02:00:00,13.22382,V ugm-3,No data,V ugm-3,2.88809,V ugm-3
22/02/2024,03:00:00,12.23245,V ugm-3,No data,V ugm-3,9.73024,V ugm-3
22/02/2024,04:00:00,3.66035,V ugm-3,No data,V ugm-3,4.76754,V ugm-3
22/02/2024,05:00:00,4.57364,V ugm-3,No data,V ugm-3,6.83406,V ugm-3
22/02/2024,06:00:00,14.38681,V ugm-3,No data,V ugm-3,11.98254,V ugm-3
22/02/2024,07:00:00,36.66394,V ugm-3,No data,V ugm-3,36.09809,V ugm-3
22/02/2024,08:00:00,58.31353,V ugm-3,No data,V ugm-3,56.39375,V ugm-3
22/02/2024,09:00:00,66.3044,V ugm-3,No data,V ugm-3,51.59563,V ugm-3
22/02/2024,10:00:00,78.55849,V ugm-3,No data,V ugm-3,40.47451,V ugm-3
22/02/2024,11:00:00,58.82825,V ugm-3,No data,V ugm-3,40.11867,V ugm-3
22/02/2024,12:00:00,49.30005,V ugm-3,No data,V ugm-3,34.31574,V ugm-3
22/02/2024,13:00:00,63.66698,V ugm-3,No data,V ugm-3,32.52666,V ugm-3
22/02/2024,14:00:00,56.37397,V ugm-3,No data,V ugm-3,27.81555,V ugm-3
22/02/2024,15:00:00,46.21234,V ugm-3,No data,V ugm-3,32.51373,V ugm-3
22/02/2024,16:00:00,41.30807,V ugm-3,No data,V ugm-3,20.87646,V ugm-3
22/02/2024,17:00:00,36.6816,V ugm-3,No data,V ugm-3,25.92539,V ugm-3
22/02/2024,18:00:00,45.25816,V ugm-3,No data,V ugm-3,26.70802,V ugm-3
22/02/2024,19:00:00,37.37469,V ugm-3,No data,V ugm-3,22.96257,V ugm-3
22/02/2024,20:00:00,31.66547,V ugm-3,No data,V ugm-3,19.16617,V ugm-3
22/02/2024,21:00:00,30.85496,V ugm-3,No data,V ugm-3,17.23721,V ugm-3
22/02/2024,22:00:00,21.77863,V ugm-3,No data,V ugm-3,15.06997,V ugm-3
22/02/2024,23:00:00,26.37853,V ugm-3,No data,V ugm-3,17.38456,V ugm-3
22/02/2024,24:00:00,43.77827,V ugm-3,No data,V ugm-3,5.77631,V ugm-3
23/02/2024,01:00:00,16.16806,V ugm-3,No data,V ugm-3,5.52231,V ugm-3
23/02/2024,02:00:00,8.85764,V ugm-3,No data,V ugm-3,5.45853,V ugm-3
23/02/2024,03:00:00,10.58389,V ugm-3,No data,V ugm-3,3.89941,V ugm-3
23/02/2024,04:00:00,4.37679,V ugm-3,No data,V ugm-3,2.98151,V ugm-3
23/02/2024,05:00:00,7.36504,V ugm-3,No data,V ugm-3,7.12835,V ugm-3
23/02/2024,06:00:00,15.24779,V ugm-3,No data,V ugm-3,18.37563,V ugm-3
23/02/2024,07:00:00,36.18075,V ugm-3,No data,V ugm-3,31.85124,V ugm-3
23/02/2024,08:00:00,68.75157,V ugm-3,No data,V ugm-3,34.84847,V ugm-3
23/02/2024,09:00:00,69.96019,V ugm-3,No data,V ugm-3,32.43155,V ugm-3
23/02/2024,10:00:00,64.14118,V ugm-3,No data,V ugm-3,27.4879,V ugm-3
23/02/2024,11:00:00,60.48233,V ugm-3,No data,V ugm-3,32.91057,V ugm-3
23/02/2024,12:00:00,39.81703,V ugm-3,No data,V ugm-3,27.49301,V ugm-3
23/02/2024,13:00:00,41.68654,V ugm-3,No data,V ugm-3,21.52175,V ugm-3
23/02/2024,14:00:00,47.46952,V ugm-3,No data,V ugm-3,24.12608,V ugm-3
23/02/2024,15:00:00,53.75169,V ugm-3,No data,V ugm-3,29.1869,V ugm-3
23/02/2024,16:00:00,50.12566,V ugm-3,No data,V ugm-3,27.07822,V ugm-3
23/02/2024,17:00:00,48.89056,V ugm-3,No data,V ugm-3,28.04043,V ugm-3
23/02/2024,18:00:00,74.63892,V ugm-3,No data,V ugm-3,35.71894,V ugm-3
23/02/2024,19:00:00,84.33881,V ugm-3,No data,V ugm-3,41.57606,V ugm-3
23/02/2024,20:00:00,80.16293,V ugm-3,No data,V ugm-3,54.02119,V ugm-3
23/02/2024,21:00:00,89.4706,V ugm-3,No data,V ugm-3,61.54849,V ugm-3
23/02/2024,22:00:00,79.35197,V ugm-3,No data,V ugm-3,48.15699,V ugm-3
23/02/2024,23:00:00,67.93198,V ugm-3,No data,V ugm-3,48.8597,V ugm-3
23/02/2024,24:00:00,73.37703,V ugm-3,No data,V ugm-3,48.16395,V ugm-3
24/02/2024,01:00:00,66.8107,V ugm-3,No data,V ugm-3,47.953,V ugm-3
24/02/2024,02:00:00,42.5835,V ugm-3,No data,V ugm-3,42.38801,V ugm-3
24/02/2024,03:00:00,42.48478,V ugm-3,No data,V ugm-3,39.57508,V ugm-3
24/02/2024,04:00:00,31.12983,V ugm-3,No data,V ugm-3,37.27725,V ugm-3
24/02/2024,05:00:00,35.43063,V ugm-3,No data,V ugm-3,32.56327,V ugm-3
24/02/2024,06:00:00,40.97327,V ugm-3,No data,V ugm-3,31.13045,V ugm-3
24/02/2024,07:00:00,49.81117,V ugm-3,No data,V ugm-3,32.49463,V ugm-3
24/02/2024,08:00:00,58.08607,V ugm-3,No data,V ugm-3,34.56256,V ugm-3
