Hourly measurement data supplied by UK-air on 16/01/2026,,,,,,,
All Data GMT hour ending,,,,,,,
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect,,,,,,,
Site Name,,Sheffield Barnsley Road,,Sheffield Devonshire Green,,Sheffield Tinsley,
Latitude,,53.40495,,53.378622,,53.41058,
Longitude,,-1.455815,,-1.478096,,-1.396139,
Site Type,,Urban Traffic,,Urban Background,,Urban Background,
Zone,,Yorkshire & Humberside,,Yorkshire & Humberside,,Yorkshire & Humberside,
Agglomeration,,Sheffield Urban Area,,Sheffield Urban Area,,Sheffield Urban Area,
Local Authority,,Sheffield,,Sheffield,,Sheffield,
Date,Time,Nitrogen dioxide,Status,Nitrogen dioxide,Status,Nitrogen dioxide,Status
23/07/2022,13:00:00,33.47716,V ugm-3,7.11697,V ugm-3,16.26101,V ugm-3
23/07/2022,14:00:00,22.60681,V ugm-3,7.6335,V ugm-3,13.58555,V ugm-3
23/07/2022,15:00:00,21.88157,V ugm-3,6.91128,V ugm-3,11.53043,V ugm-3
23/07/2022,16:00:00,22.05078,V ugm-3,6.49865,V ugm-3,11.68298,V ugm-3
23/07/2022,17:00:00,14.65948,V ugm-3,6.29152,V ugm-3,11.42401,V ugm-3
23/07/2022,18:00:00,22.54378,V ugm-3,8.61235,V ugm-3,10.80305,V ugm-3
23/07/2022,19:00:00,14.90587,V ugm-3,8.92093,V ugm-3,9.92466,V ugm-3
23/07/2022,20:00:00,22.83892,V ugm-3,9.38537,V ugm-3,9.51192,V ugm-3
23/07/2022,21:00:00,15.0864,V ugm-3,8.14907,V ugm-3,8.68827,V ugm-3
23/07/2022,22:00:00,15.72679,V ugm-3,8.76896,V ugm-3,7.76313,V ugm-3
23/07/2022,23:00:00,13.76369,V ugm-3,8.7691,V ugm-3,6.63315,V ugm-3
23/07/2022,24:00:00,10.53483,V ugm-3,6.75719,V ugm-3,5.55208,V ugm-3
24/07/2022,01:00:00,12.42278,V ugm-3,5.91488,V ugm-3,4.38973,V ugm-3
24/07/2022,02:00:00,8.35056,V ugm-3,5.02156,V ugm-3,3.56867,V ugm-3
24/07/2022,03:00:00,6.37288,V ugm-3,4.02362,V ugm-3,3.1406,V ugm-3
24/07/2022,04:00:00,9.14312,V ugm-3,4.07503,V ugm-3,3.7629,V ugm-3
24/07/2022,05:00:00,6.51466,V ugm-3,3.35135,V ugm-3,4.44032,V ugm-3
24/07/2022,06:00:00,8.43179,V ugm-3,2.94028,V ugm-3,5.21929,V ugm-3
24/07/2022,07:00:00,8.21321,V ugm-3,2.16627,V ugm-3,6.55645,V ugm-3
24/07/2022,08:00:00,10.11767,V ugm-3,2.16654,V ugm-3,7.69022,V ugm-3
24/07/2022,09:00:00,12.91644,V ugm-3,2.57955,V ugm-3,7.58712,V ugm-3
24/07/2022,10:00:00,16.55162,V ugm-3,4.38495,V ugm-3,7.94439,V ugm-3
24/07/2022,11:00:00,15.1654,V ugm-3,3.66282,V ugm-3,9.34195,V ugm-3
24/07/2022,12:00:00,18.46535,V ugm-3,3.56034,V ugm-3,9.6441,V ugm-3
24/07/2022,13:00:00,12.04676,V ugm-3,3.81932,V ugm-3,8.87475,V ugm-3
24/07/2022,14:00:00,15.35302,V ugm-3,4.23206,V ugm-3,7.48557,V ugm-3
24/07/2022,15:00:00,14.41775,V ugm-3,4.54146,V ugm-3,8.10757,V ugm-3
24/07/2022,16:00:00,13.64546,V ugm-3,4.64615,V ugm-3,7.85184,V ugm-3
24/07/2022,17:00:00,17.36208,V ugm-3,4.64555,V ugm-3,7.34317,V ugm-3
24/07/2022,18:00:00,9.57396,V ugm-3,5.05755,V ugm-3,6.24747,V ugm-3
24/07/2022,19:00:00,14.06884,V ugm-3,5.10876,V ugm-3,10.76763,V ugm-3
24/07/2022,20:00:00,15.98828,V ugm-3,6.86282,V ugm-3,8.86421,V ugm-3
24/07/2022,21:00:00,12.91339,V ugm-3,4.53925,V ugm-3,6.38987,V ugm-3
24/07/2022,22:00:00,17.91455,V ugm-3,5.72493,V ugm-3,6.28553,V ugm-3
24/07/2022,23:00:00,22.03006,V ugm-3,8.19946,V ugm-3,6.80288,V ugm-3
24/07/2022,24:00:00,18.76376,V ugm-3,7.22021,V ugm-3,5.77532,V ugm-3
25/07/2022,01:00:00,6.93073,V ugm-3,5.29506,V ugm-3,4.06293,V ugm-3
25/07/2022,02:00:00,4.14716,V ugm-3,2.95779,V ugm-3,3.8639,V ugm-3
25/07/2022,03:00:00,3.00346,V ugm-3,2.11526,V ugm-3,3.71728,V ugm-3
25/07/2022,04:00:00,3.17388,V ugm-3,1.80529,V ugm-3,5.88338,V ugm-3
25/07/2022,05:00:00,9.42217,V ugm-3,1.95958,V ugm-3,12.5328,V ugm-3
25/07/2022,06:00:00,17.7284,V ugm-3,3.09416,V ugm-3,17.14307,V ugm-3
25/07/2022,07:00:00,25.51249,V ugm-3,4.95145,V ugm-3,23.29421,V ugm-3
25/07/2022,08:00:00,21.959,V ugm-3,7.3753,V ugm-3,25.49452,V ugm-3
25/07/2022,09:00:00,20.04271,V ugm-3,6.96297,V ugm-3,24.92885,V ugm-3
25/07/2022,10:00:00,14.44004,V ugm-3,5.72661,V ugm-3,22.59941,V ugm-3
25/07/2022,11:00:00,14.1788,V ugm-3,4.02566,V ugm-3,21.36678,V ugm-3
25/07/2022,12:00:00,9.76937,V ugm-3,4.02441,V ugm-3,22.49062,V ugm-3
25/07/2022,13:00:00,10.34295,V ugm-3,3.30224,V ugm-3,20.51521,V ugm-3
25/07/2022,14:00:00,7.84115,V ugm-3,3.76638,V ugm-3,21.08213,V ugm-3
25/07/2022,15:00:00,9.89409,V ugm-3,3.86999,V ugm-3,19.37729,V ugm-3
25/07/2022,16:00:00,13.72347,V ugm-3,4.7984,V ugm-3,21.49321,V ugm-3
25/07/2022,17:00:00,7.38411,V ugm-3,5.10621,V ugm-3,23.63897,V ugm-3
25/07/2022,18:00:00,11.29054,V ugm-3,4.69302,V ugm-3,20.49112,V ugm-3
25/07/2022,19:00:00,10.34904,V ugm-3,4.53754,V ugm-3,19.87089,V ugm-3
25/07/2022,20:00:00,17.31952,V ugm-3,7.8359,V ugm-3,18.22124,V ugm-3
25/07/2022,21:00:00,19.93189,V ugm-3,8.04187,V ugm-3,18.12245,V ugm-3
25/07/2022,22:00:00,22.63179,V ugm-3,7.57786,V ugm-3,22.29474,V ugm-3
25/07/2022,23:00:00,27.27882,V ugm-3,8.14483,V ugm-3,17.87002,V ugm-3
25/07/2022,24:00:00,13.45075,V ugm-3,6.28912,V ugm-3,18.1284,V ugm-3
26/07/2022,01:00:00,9.64733,V ugm-3,4.74257,V ugm-3,20.75149,V ugm-3
26/07/2022,02:00:00,8.74066,V ugm-3,6.32317,V ugm-3,17.99025,V ugm-3
26/07/2022,03:00:00,5.92133,V ugm-3,4.22703,V ugm-3,13.45046,V ugm-3
26/07/2022,04:00:00,9.53152,V ugm-3,3.91771,V ugm-3,16.33356,V ugm-3
26/07/2022,05:00:00,12.9975,V ugm-3,5.00021,V ugm-3,23.55883,V ugm-3
26/07/2022,06:00:00,22.6886,V ugm-3,6.39273,V ugm-3,27.10704,V ugm-3
26/07/2022,07:00:00,39.71009,V ugm-3,12.21837,V ugm-3,26.51831,V ugm-3
26/07/2022,08:00:00,42.35138,V ugm-3,19.84873,V ugm-3,21.2329,V ugm-3
26/07/2022,09:00:00,39.89781,V ugm-3,No data,V ugm-3,30.45514,V ugm-3
26/07/2022,10:00:00,29.37346,V ugm-3,No data,V ugm-3,21.98326,V ugm-3
26/07/2022,11:00:00,29.57436,V ugm-3,9.80088,V ugm-3,17.12812,V ugm-3
26/07/2022,12:00:00,36.84723,V ugm-3,17.22675,V ugm-3,17.12623,V ugm-3
26/07/2022,13:00:00,25.44617,V ugm-3,11.76216,V ugm-3,17.3412,V ugm-3
26/07/2022,14:00:00,32.38872,V ugm-3,8.50952,V ugm-3,18.26993,V ugm-3
26/07/2022,15:00:00,38.98947,V ugm-3,18.15424,V ugm-3,18.27971,V ugm-3
26/07/2022,16:00:00,54.30019,V ugm-3,22.84211,V ugm-3,16.91251,V ugm-3
26/07/2022,17:00:00,38.09064,V ugm-3,26.1968,V ugm-3,20.35942,V ugm-3
26/07/2022,18:00:00,33.4458,V ugm-3,31.92947,V ugm-3,23.49412,V ugm-3
26/07/2022,19:00:00,36.40097,V ugm-3,31.8184,V ugm-3,27.35709,V ugm-3
26/07/2022,20:00:00,27.88665,V ugm-3,22.9526,V ugm-3,22.10576,V ugm-3
26/07/2022,21:00:00,35.59138,V ugm-3,23.15329,V ugm-3,20.14665,V ugm-3
26/07/2022,22:00:00,35.36767,V ugm-3,28.15118,V ugm-3,17.41697,V ugm-3
26/07/2022,23:00:00,37.27931,V ugm-3,22.6299,V ugm-3,12.21584,V ugm-3
26/07/2022,24:00:00,14.24254,V ugm-3,11.59917,V ugm-3,10.40858,V ugm-3
27/07/2022,01:00:00,12.9298,V ugm-3,10.5146,V ugm-3,10.99955,V ugm-3
27/07/2022,02:00:00,13.41865,V ugm-3,13.40265,V ugm-3,14.43795,V ugm-3
27/07/2022,03:00:00,11.75519,V ugm-3,10.36062,V ugm-3,13.30397,V ugm-3
27/07/2022,04:00:00,14.4796,V ugm-3,13.65862,V ugm-3,17.47853,V ugm-3
27/07/2022,05:00:00,20.0551,V ugm-3,14.693,V ugm-3,25.57635,V ugm-3
27/07/2022,06:00:00,24.93896,V ugm-3,17.01651,V ugm-3,25.7533,V ugm-3
27/07/2022,07:00:00,40.46764,V ugm-3,18.92679,V ugm-3,26.46857,V ugm-3
27/07/2022,08:00:00,36.55946,V ugm-3,14.59198,V ugm-3,28.923,V ugm-3
27/07/2022,09:00:00,27.68601,V ugm-3,13.66404,V ugm-3,21.17738,V ugm-3
27/07/2022,10:00:00,28.333,V ugm-3,10.21112,V ugm-3,19.5368,V ugm-3
27/07/2022,11:00:00,26.03644,V ugm-3,7.78716,V ugm-3,16.1129,V ugm-3
27/07/2022,12:00:00,18.63445,V ugm-3,6.34254,V ugm-3,13.05735,V ugm-3
27/07/2022,13:00:00,21.92014,V ugm-3,7.11619,V ugm-3,12.6944,V ugm-3
27/07/2022,14:00:00,24.69169,V ugm-3,4.28149,V ugm-3,13.51405,V ugm-3
27/07/2022,15:00:00,32.65743,V ugm-3,5.87727,V ugm-3,12.53071,V ugm-3
27/07/2022,16:00:00,31.00112,V ugm-3,8.71197,V ugm-3,10.20744,V ugm-3
27/07/2022,17:00:00,37.65455,V ugm-3,11.39175,V ugm-3,9.84417,V ugm-3
27/07/2022,18:00:00,38.29234,V ugm-3,15.66782,V ugm-3,11.95353,V ugm-3
27/07/2022,19:00:00,37.94039,V ugm-3,18.1428,V ugm-3,10.51158,V ugm-3
27/07/2022,20:00:00,40.17819,V ugm-3,11.85447,V ugm-3,10.71499,V ugm-3
27/07/2022,21:00:00,28.83311,V ugm-3,15.56551,V ugm-3,12.16203,V ugm-3
27/07/2022,22:00:00,49.58722,V ugm-3,19.32809,V ugm-3,19.38387,V ugm-3
27/07/2022,23:00:00,49.20528,V ugm-3,18.50322,V ugm-3,20.35607,V ugm-3
27/07/2022,24:00:00,26.9234,V ugm-3,12.26707,V ugm-3,15.87449,V ugm-3
28/07/2022,01:00:00,22.67326,V ugm-3,7.76453,V ugm-3,12.51536,V ugm-3
28/07/2022,02:00:00,16.47398,V ugm-3,6.39089,V ugm-3,11.45173,V ugm-3
28/07/2022,03:00:00,14.63301,V ugm-3,6.49376,V ugm-3,12.16977,V ugm-3
28/07/2022,04:00:00,16.61058,V ugm-3,5.61716,V ugm-3,15.4743,V ugm-3
28/07/2022,05:00:00,21.61292,V ugm-3,6.33867,V ugm-3,21.42164,V ugm-3
28/07/2022,06:00:00,46.98312,V ugm-3,13.45095,V ugm-3,26.51372,V ugm-3
28/07/2022,07:00:00,54.47369,V ugm-3,19.94711,V ugm-3,28.90424,V ugm-3
28/07/2022,08:00:00,45.90042,V ugm-3,23.35101,V ugm-3,26.3391,V ugm-3
28/07/2022,09:00:00,51.28422,V ugm-3,31.0371,V ugm-3,24.68764,V ugm-3
28/07/2022,10:00:00,43.62706,V ugm-3,21.81341,V ugm-3,29.86238,V ugm-3
28/07/2022,11:00:00,30.14919,V ugm-3,19.39106,V ugm-3,16.75213,V ugm-3
28/07/2022,12:00:00,28.48519,V ugm-3,15.15957,V ugm-3,12.52317,V ugm-3
28/07/2022,13:00:00,30.22767,V ugm-3,12.01312,V ugm-3,10.60899,V ugm-3
28/07/2022,14:00:00,34.97646,V ugm-3,12.26955,V ugm-3,9.76801,V ugm-3
28/07/2022,15:00:00,40.42218,V ugm-3,17.01524,V ugm-3,10.27356,V ugm-3
28/07/2022,16:00:00,59.58829,V ugm-3,16.86717,V ugm-3,17.1341,V ugm-3
28/07/2022,17:00:00,43.22461,V ugm-3,21.64523,V ugm-3,23.00971,V ugm-3
28/07/2022,18:00:00,40.04347,V ugm-3,21.3869,V ugm-3,22.90539,V ugm-3
28/07/2022,19:00:00,54.77954,V ugm-3,24.99349,V ugm-3,23.83079,V ugm-3
28/07/2022,20:00:00,45.62866,V ugm-3,21.592,V ugm-3,11.76244,V ugm-3
28/07/2022,21:00:00,38.20245,V ugm-3,21.53959,V ugm-3,11.5055,V ugm-3
28/07/2022,22:00:00,37.1417,V ugm-3,15.20167,V ugm-3,8.97951,V ugm-3
28/07/2022,23:00:00,32.136,V ugm-3,12.83237,V ugm-3,8.87391,V ugm-3
28/07/2022,24:00:00,27.94533,V ugm-3,10.25607,V ugm-3,9.02718,V ugm-3
29/07/2022,01:00:00,16.89121,V ugm-3,7.76355,V ugm-3,9.97735,V ugm-3
29/07/2022,02:00:00,13.48512,V ugm-3,5.90907,V ugm-3,14.30746,V ugm-3
29/07/2022,03:00:00,9.94978,V ugm-3,5.97735,V ugm-3,12.12436,V ugm-3
29/07/2022,04:00:00,10.27543,V ugm-3,5.41038,V ugm-3,17.64009,V ugm-3
29/07/2022,05:00:00,18.05817,V ugm-3,5.97691,V ugm-3,17.43843,V ugm-3
29/07/2022,06:00:00,37.36206,V ugm-3,10.975,V ugm-3,24.55703,V ugm-3
29/07/2022,07:00:00,47.56597,V ugm-3,22.77658,V ugm-3,22.86433,V ugm-3
29/07/2022,08:00:00,56.20501,V ugm-3,23.7596,V ugm-3,26.13263,V ugm-3
29/07/2022,09:00:00,60.08615,V ugm-3,27.98639,V ugm-3,28.16408,V ugm-3
29/07/2022,10:00:00,53.44825,V ugm-3,24.22879,V ugm-3,22.99883,V ugm-3
29/07/2022,11:00:00,33.97832,V ugm-3,17.57886,V ugm-3,15.05447,V ugm-3
29/07/2022,12:00:00,40.56428,V ugm-3,13.45173,V ugm-3,18.66095,V ugm-3
29/07/2022,13:00:00,41.01515,V ugm-3,15.9776,V ugm-3,17.57486,V ugm-3
29/07/2022,14:00:00,49.97528,V ugm-3,20.09796,V ugm-3,17.46011,V ugm-3
29/07/2022,15:00:00,67.68803,V ugm-3,21.12699,V ugm-3,17.51198,V ugm-3
29/07/2022,16:00:00,50.20694,V ugm-3,26.48578,V ugm-3,22.92753,V ugm-3
29/07/2022,17:00:00,74.76803,V ugm-3,21.95113,V ugm-3,25.03521,V ugm-3
29/07/2022,18:00:00,50.80176,V ugm-3,23.90933,V ugm-3,21.20894,V ugm-3
29/07/2022,19:00:00,59.37807,V ugm-3,21.64013,V ugm-3,26.20757,V ugm-3
29/07/2022,20:00:00,56.97919,V ugm-3,28.28605,V ugm-3,33.90551,V ugm-3
29/07/2022,21:00:00,62.30692,V ugm-3,28.64819,V ugm-3,23.23391,V ugm-3
29/07/2022,22:00:00,41.71753,V ugm-3,23.3957,V ugm-3,21.73058,V ugm-3
29/07/2022,23:00:00,33.8604,V ugm-3,22.83085,V ugm-3,17.44393,V ugm-3
29/07/2022,24:00:00,27.51357,V ugm-3,21.85529,V ugm-3,25.23105,V ugm-3
30/07/2022,01:00:00,30.82344,V ugm-3,21.6406,V ugm-3,28.29368,V ugm-3
30/07/2022,02:00:00,29.33419,V ugm-3,21.29859,V ugm-3,27.47101,V ugm-3
30/07/2022,03:00:00,28.59577,V ugm-3,18.44949,V ugm-3,30.73023,V ugm-3
30/07/2022,04:00:00,26.15741,V ugm-3,15.04521,V ugm-3,36.57965,V ugm-3
30/07/2022,05:00:00,25.15606,V ugm-3,18.34125,V ugm-3,29.27389,V ugm-3
30/07/2022,06:00:00,34.65413,V ugm-3,13.447,V ugm-3,26.76051,V ugm-3
30/07/2022,07:00:00,41.11734,V ugm-3,8.50173,V ugm-3,24.22396,V ugm-3
30/07/2022,08:00:00,36.96823,V ugm-3,6.38956,V ugm-3,22.93805,V ugm-3
30/07/2022,09:00:00,33.53017,V ugm-3,6.64812,V ugm-3,20.65189,V ugm-3
30/07/2022,10:00:00,42.44208,V ugm-3,7.73114,V ugm-3,22.47579,V ugm-3
30/07/2022,11:00:00,29.49022,V ugm-3,7.93738,V ugm-3,19.1058,V ugm-3
30/07/2022,12:00:00,38.49414,V ugm-3,8.96951,V ugm-3,21.2049,V ugm-3
30/07/2022,13:00:00,28.29906,V ugm-3,8.86729,V ugm-3,18.20281,V ugm-3
30/07/2022,14:00:00,27.71578,V ugm-3,7.88804,V ugm-3,18.18649,V ugm-3
30/07/2022,15:00:00,22.6352,V ugm-3,6.29032,V ugm-3,15.96562,V ugm-3
30/07/2022,16:00:00,27.16021,V ugm-3,6.34128,V ugm-3,16.05311,V ugm-3
30/07/2022,17:00:00,21.35037,V ugm-3,4.94875,V ugm-3,21.16932,V ugm-3
30/07/2022,18:00:00,19.80295,V ugm-3,6.49569,V ugm-3,21.94204,V ugm-3
30/07/2022,19:00:00,25.89048,V ugm-3,7.78402,V ugm-3,19.70517,V ugm-3
30/07/2022,20:00:00,30.11051,V ugm-3,10.1545,V ugm-3,18.55148,V ugm-3
30/07/2022,21:00:00,32.73186,V ugm-3,11.49602,V ugm-3,17.0511,V ugm-3
30/07/2022,22:00:00,22.45945,V ugm-3,9.7954,V ugm-3,12.9198,V ugm-3
30/07/2022,23:00:00,39.09334,V ugm-3,12.62912,V ugm-3,11.1873,V ugm-3
30/07/2022,24:00:00,16.33057,V ugm-3,11.13753,V ugm-3,9.07806,V ugm-3
31/07/2022,01:00:00,16.80117,V ugm-3,8.86768,V ugm-3,8.79081,V ugm-3
31/07/2022,02:00:00,12.02241,V ugm-3,15.12916,V ugm-3,8.48763,V ugm-3
31/07/2022,03:00:00,19.34943,V ugm-3,12.16918,V ugm-3,8.58131,V ugm-3
31/07/2022,04:00:00,15.91628,V ugm-3,7.67978,V ugm-3,11.94425,V ugm-3
31/07/2022,05:00:00,11.06935,V ugm-3,5.20502,V ugm-3,9.32525,V ugm-3
31/07/2022,06:00:00,20.72418,V ugm-3,5.51553,V ugm-3,10.80525,V ugm-3
31/07/2022,07:00:00,15.48333,V ugm-3,6.03109,V ugm-3,9.81707,V ugm-3
31/07/2022,08:00:00,17.37414,V ugm-3,4.74189,V ugm-3,10.94565,V ugm-3
31/07/2022,09:00:00,11.99465,V ugm-3,4.94982,V ugm-3,16.0959,V ugm-3
31/07/2022,10:00:00,10.25585,V ugm-3,4.28006,V ugm-3,18.65182,V ugm-3
31/07/2022,11:00:00,16.95567,V ugm-3,6.70177,V ugm-3,19.79604,V ugm-3
31/07/2022,12:00:00,19.22406,V ugm-3,8.76295,V ugm-3,18.89041,V ugm-3
31/07/2022,13:00:00,21.4071,V ugm-3,8.9694,V ugm-3,19.64549,V ugm-3
31/07/2022,14:00:00,19.1342,V ugm-3,10.98454,V ugm-3,22.41077,V ugm-3
31/07/2022,15:00:00,29.58319,V ugm-3,13.30054,V ugm-3,16.7036,V ugm-3
31/07/2022,16:00:00,31.06876,V ugm-3,17.42275,V ugm-3,13.45112,V ugm-3
31/07/2022,17:00:00,37.60498,V ugm-3,15.61764,V ugm-3,16.59709,V ugm-3
31/07/2022,18:00:00,30.11424,V ugm-3,9.58594,V ugm-3,16.59775,V ugm-3
31/07/2022,19:00:00,16.82697,V ugm-3,8.29613,V ugm-3,18.09776,V ugm-3
31/07/2022,20:00:00,19.35475,V ugm-3,11.33518,V ugm-3,22.24014,V ugm-3
31/07/2022,21:00:00,24.34948,V ugm-3,11.84914,V ugm-3,23.80031,V ugm-3
31/07/2022,22:00:00,21.50532,V ugm-3,9.78722,V ugm-3,23.25919,V ugm-3
31/07/2022,23:00:00,18.20626,V ugm-3,7.52071,V ugm-3,20.00638,V ugm-3
31/07/2022,24:00:00,23.46544,V ugm-3,9.94156,V ugm-3,16.90248,V ugm-3
01/08/2022,01:00:00,8.97436,V ugm-3,8.10368,V ugm-3,13.31179,V ugm-3
01/08/2022,02:00:00,6.77516,V ugm-3,6.79919,V ugm-3,13.93548,V ugm-3
01/08/2022,03:00:00,5.89765,V ugm-3,5.30509,V ugm-3,12.41335,V ugm-3
01/08/2022,04:00:00,5.71575,V ugm-3,3.55399,V ugm-3,16.08856,V ugm-3
01/08/2022,05:00:00,11.58894,V ugm-3,6.48994,V ugm-3,28.14186,V ugm-3
01/08/2022,06:00:00,14.75459,V ugm-3,6.1309,V ugm-3,30.51498,V ugm-3
01/08/2022,07:00:00,25.77631,V ugm-3,7.36768,V ugm-3,27.55102,V ugm-3
01/08/2022,08:00:00,27.01152,V ugm-3,7.00743,V ugm-3,25.77981,V ugm-3
01/08/2022,09:00:00,19.76514,V ugm-3,3.04199,V ugm-3,17.43126,V ugm-3
01/08/2022,10:00:00,17.75768,V ugm-3,3.55594,V ugm-3,15.47682,V ugm-3
01/08/2022,11:00:00,17.91154,V ugm-3,4.63913,V ugm-3,14.80547,V ugm-3
01/08/2022,12:00:00,19.92451,V ugm-3,4.17411,V ugm-3,15.68837,V ugm-3
01/08/2022,13:00:00,15.09081,V ugm-3,4.38036,V ugm-3,14.44763,V ugm-3
01/08/2022,14:00:00,18.15777,V ugm-3,7.37017,V ugm-3,15.789,V ugm-3
01/08/2022,15:00:00,24.72979,V ugm-3,4.94734,V ugm-3,16.82283,V ugm-3
01/08/2022,16:00:00,21.1347,V ugm-3,5.82264,V ugm-3,19.56252,V ugm-3
01/08/2022,17:00:00,30.53866,V ugm-3,7.78381,V ugm-3,17.79773,V ugm-3
01/08/2022,18:00:00,37.95637,V ugm-3,8.96397,V ugm-3,16.59636,V ugm-3
01/08/2022,19:00:00,34.55113,V ugm-3,10.19897,V ugm-3,16.95354,V ugm-3
01/08/2022,20:00:00,44.7874,V ugm-3,14.93775,V ugm-3,16.17592,V ugm-3
01/08/2022,21:00:00,18.11034,V ugm-3,5.92399,V ugm-3,14.626,V ugm-3
01/08/2022,22:00:00,16.84026,V ugm-3,3.91546,V ugm-3,9.82693,V ugm-3
01/08/2022,23:00:00,15.21833,V ugm-3,5.51249,V ugm-3,8.43193,V ugm-3
01/08/2022,24:00:00,7.14577,V ugm-3,3.55479,V ugm-3,7.24748,V ugm-3
02/08/2022,01:00:00,4.11424,V ugm-3,1.99248,V ugm-3,5.59051,V ugm-3
02/08/2022,02:00:00,1.62631,V ugm-3,1.37449,V ugm-3,3.52716,V ugm-3
02/08/2022,03:00:00,2.0275,V ugm-3,1.75188,V ugm-3,3.62649,V ugm-3
02/08/2022,04:00:00,2.18466,V ugm-3,1.03057,V ugm-3,3.7392,V ugm-3
02/08/2022,05:00:00,6.37275,V ugm-3,2.06084,V ugm-3,6.54694,V ugm-3
02/08/2022,06:00:00,10.4209,V ugm-3,3.19499,V ugm-3,9.95587,V ugm-3
02/08/2022,07:00:00,18.07646,V ugm-3,4.38191,V ugm-3,12.33904,V ugm-3
02/08/2022,08:00:00,26.69551,V ugm-3,7.26994,V ugm-3,9.92594,V ugm-3
02/08/2022,09:00:00,24.42697,V ugm-3,5.4167,V ugm-3,8.46672,V ugm-3
02/08/2022,10:00:00,22.06669,V ugm-3,3.3543,V ugm-3,5.71533,V ugm-3
02/08/2022,11:00:00,13.08538,V ugm-3,3.30184,V ugm-3,6.14828,V ugm-3
02/08/2022,12:00:00,17.10564,V ugm-3,3.30124,V ugm-3,5.73155,V ugm-3
02/08/2022,13:00:00,17.94188,V ugm-3,4.5892,V ugm-3,6.67571,V ugm-3
02/08/2022,14:00:00,12.27529,V ugm-3,2.37263,V ugm-3,7.40014,V ugm-3
02/08/2022,15:00:00,11.13392,V ugm-3,2.52759,V ugm-3,8.68996,V ugm-3
02/08/2022,16:00:00,21.39403,V ugm-3,3.40295,V ugm-3,8.48528,V ugm-3
02/08/2022,17:00:00,20.37148,V ugm-3,4.69074,V ugm-3,10.50555,V ugm-3
02/08/2022,18:00:00,17.25501,V ugm-3,6.44262,V ugm-3,10.18012,V ugm-3
02/08/2022,19:00:00,22.33024,V ugm-3,5.97756,V ugm-3,11.41091,V ugm-3
02/08/2022,20:00:00,16.62426,V ugm-3,5.92546,V ugm-3,12.27464,V ugm-3
02/08/2022,21:00:00,17.76833,V ugm-3,4.48272,V ugm-3,11.59452,V ugm-3
02/08/2022,22:00:00,12.42466,V ugm-3,5.1523,V ugm-3,11.53817,V ugm-3
02/08/2022,23:00:00,11.26507,V ugm-3,4.27669,V ugm-3,8.79982,V ugm-3
02/08/2022,24:00:00,6.2095,V ugm-3,2.37057,V ugm-3,5.38772,V ugm-3
03/08/2022,01:00:00,2.8286,V ugm-3,1.37421,V ugm-3,3.665,V ugm-3
03/08/2022,02:00:00,1.69699,V ugm-3,1.44302,V ugm-3,3.46853,V ugm-3
03/08/2022,03:00:00,2.64897,V ugm-3,1.23726,V ugm-3,3.52567,V ugm-3
03/08/2022,04:00:00,2.03122,V ugm-3,0.8762,V ugm-3,4.97912,V ugm-3
03/08/2022,05:00:00,6.54388,V ugm-3,1.95745,V ugm-3,10.73582,V ugm-3
03/08/2022,06:00:00,19.12779,V ugm-3,3.60546,V ugm-3,17.06689,V ugm-3
03/08/2022,07:00:00,21.72308,V ugm-3,4.94539,V ugm-3,23.1473,V ugm-3
03/08/2022,08:00:00,15.34708,V ugm-3,5.15241,V ugm-3,17.40117,V ugm-3
03/08/2022,09:00:00,17.25621,V ugm-3,4.22561,V ugm-3,14.64196,V ugm-3
03/08/2022,10:00:00,13.25782,V ugm-3,3.71052,V ugm-3,15.6095,V ugm-3
03/08/2022,11:00:00,14.42897,V ugm-3,3.14311,V ugm-3,12.97663,V ugm-3
03/08/2022,12:00:00,20.94288,V ugm-3,4.79153,V ugm-3,17.21233,V ugm-3
03/08/2022,13:00:00,24.37967,V ugm-3,3.96783,V ugm-3,15.04211,V ugm-3
03/08/2022,14:00:00,18.07242,V ugm-3,3.65844,V ugm-3,15.24993,V ugm-3
03/08/2022,15:00:00,17.13253,V ugm-3,3.91574,V ugm-3,15.61153,V ugm-3
03/08/2022,16:00:00,20.89966,V ugm-3,4.17329,V ugm-3,17.58775,V ugm-3
03/08/2022,17:00:00,16.19705,V ugm-3,4.89438,V ugm-3,14.62173,V ugm-3
03/08/2022,18:00:00,25.99821,V ugm-3,4.63648,V ugm-3,16.32156,V ugm-3
03/08/2022,19:00:00,24.93718,V ugm-3,4.89366,V ugm-3,17.76692,V ugm-3
03/08/2022,20:00:00,27.58742,V ugm-3,7.6735,V ugm-3,22.26485,V ugm-3
03/08/2022,21:00:00,17.84937,V ugm-3,9.37257,V ugm-3,19.31501,V ugm-3
03/08/2022,22:00:00,22.32827,V ugm-3,6.38625,V ugm-3,14.25238,V ugm-3
03/08/2022,23:00:00,13.99453,V ugm-3,5.09919,V ugm-3,12.94595,V ugm-3
03/08/2022,24:00:00,9.96743,V ugm-3,3.50243,V ugm-3,10.66692,V ugm-3
04/08/2022,01:00:00,10.23226,V ugm-3,2.9526,V ugm-3,11.33227,V ugm-3
04/08/2022,02:00:00,13.74672,V ugm-3,7.61956,V ugm-3,11.82147,V ugm-3
